TYPEID,GROUPID,TYPENAME,MASS,VOLUME,CAPACITY,PORTIONSIZE,RACEID,BASEPRICE,PUBLISHED,MARKETGROUPID,CHANCEOFDUPLICATING
937,105,Inquisitor Blueprint,0,0.01,0,1,,2575000,1,272,0
938,105,Tormentor Blueprint,0,0.01,0,1,,2875000,1,272,0
939,105,Navitas Blueprint,0,0.01,0,1,,2525000,1,277,0
940,105,Tristan Blueprint,0,0.01,0,1,,2825000,1,277,0
941,105,Incursus Blueprint,0,0.01,0,1,,2825000,1,277,0
943,105,Impairor Blueprint,0,0.01,0,1,,9999999,0,,0
944,105,Punisher Blueprint,0,0.01,0,1,,2875000,1,272,0
945,105,Breacher Blueprint,0,0.01,0,1,,2800000,1,264,0
946,105,Burst Blueprint,0,0.01,0,1,,2500000,1,264,0
947,105,Minmatar Peacekeeper Ship Blueprint,0,0.01,0,1,,9999999,0,,0
948,105,Ibis Blueprint,0,0.01,0,1,,9999999,0,,0
949,105,Kestrel Blueprint,0,0.01,0,1,,2850000,1,261,0
950,105,Merlin Blueprint,0,0.01,0,1,,2850000,1,261,0
952,105,Heron Blueprint,0,0.01,0,1,,2750000,1,261,0
953,105,Velator Blueprint,0,0.01,0,1,,9999999,0,,0
954,105,Imicus Blueprint,0,0.01,0,1,,2725000,1,277,0
955,105,Atron Blueprint,0,0.01,0,1,,2125000,1,277,0
956,105,Maulus Blueprint,0,0.01,0,1,,2325000,1,277,0
960,105,Devourer Blueprint,0,0.01,0,1,2,9999999,0,,0
961,105,Fury Blueprint,0,0.01,0,1,2,9999999,0,,0
962,105,Immolator Blueprint,0,0.01,0,1,4,9999999,0,,0
963,105,Medusa Blueprint,0,0.01,0,1,2,9999999,0,,0
964,105,Echo Blueprint,0,0.01,0,1,2,9999999,0,,0
965,105,Lynx Blueprint,0,0.01,0,1,2,9999999,0,,0
966,105,Swordspine Blueprint,0,0.01,0,1,2,9999999,0,,0
967,111,Caldari Shuttle Blueprint,0,0.01,0,1,,50000,1,416,0
968,106,Moa Blueprint,0,0.01,0,1,,83500000,1,275,0
969,106,Maller Blueprint,0,0.01,0,1,,83750000,1,274,0
970,106,Augoror Blueprint,0,0.01,0,1,,80750000,1,274,0
971,106,Vexor Blueprint,0,0.01,0,1,,83250000,1,276,0
972,106,Thorax Blueprint,0,0.01,0,1,,82250000,1,276,0
973,106,Arbitrator Blueprint,0,0.01,0,1,,81750000,1,274,0
974,106,Rupture Blueprint,0,0.01,0,1,,83000000,1,273,0
975,106,Bellicose Blueprint,0,0.01,0,1,,81000000,1,273,0
976,106,Scythe Blueprint,0,0.01,0,1,,80000000,1,273,0
977,106,Blackbird Blueprint,0,0.01,0,1,,81500000,1,275,0
978,106,Celestis Blueprint,0,0.01,0,1,,81250000,1,276,0
979,106,Exequror Blueprint,0,0.01,0,1,,80250000,1,276,0
983,108,Badger Blueprint,0,0.01,0,1,,3487500,1,284,0
984,108,Tayra Blueprint,0,0.01,0,1,,7425000,1,284,0
985,108,Nereus Blueprint,0,0.01,0,1,,3100000,1,283,0
986,108,Hoarder Blueprint,0,0.01,0,1,,4525000,1,282,0
987,108,Mammoth Blueprint,0,0.01,0,1,,9375000,1,282,0
988,108,Wreathe Blueprint,0,0.01,0,1,,3225000,1,282,0
989,108,Kryos Blueprint,0,0.01,0,1,,3425000,1,283,0
990,108,Epithal Blueprint,0,0.01,0,1,,6000000,1,283,0
991,108,Miasmos Blueprint,0,0.01,0,1,,4287500,1,283,0
992,108,Iteron Mark V Blueprint,0,0.01,0,1,,11250000,1,283,0
994,107,Scorpion Blueprint,0,0.01,0,1,,1075000000,1,280,0
995,107,Megathron Blueprint,0,0.01,0,1,,1250000000,1,281,0
996,107,Apocalypse Blueprint,0,0.01,0,1,,1265000000,1,279,0
997,107,Armageddon Blueprint,0,0.01,0,1,,1565000000,1,279,0
998,107,Typhoon Blueprint,0,0.01,0,1,,975000000,1,278,0
999,107,Dominix Blueprint,0,0.01,0,1,,1660000000,1,281,0
1002,110,Erebus Blueprint,0,0.01,0,1,,72500000000,1,886,0
1010,118,Small Shield Extender I Blueprint,0,0.01,0,1,,49920,1,1549,0
1013,118,Small Shield Extender II Blueprint,0,0.01,0,1,,9999999,1,,0
1026,119,Shield Recharger I Blueprint,0,0.01,0,1,,87360,1,1551,0
1027,119,Shield Recharger II Blueprint,0,0.01,0,1,,9999999,1,,0
1032,120,Small Shield Booster I Blueprint,0,0.01,0,1,,91160,1,1552,0
1033,120,Small Shield Booster II Blueprint,0,0.01,0,1,,9999999,1,,0
1067,126,1MN Microwarpdrive I Blueprint,0,0.01,0,1,,316360,1,331,0
1071,126,1MN Afterburner II Blueprint,0,0.01,0,1,,9999999,1,,0
1072,126,1MN Afterburner I Blueprint,0,0.01,0,1,,64500,1,1525,0
1073,126,1MN Microwarpdrive II Blueprint,0,0.01,0,1,,9999999,1,,0
1074,127,Cargo Scanner I Blueprint,0,0.01,0,1,,15000,1,325,0
1075,128,Ship Scanner I Blueprint,0,0.01,0,1,,19840,1,325,0
1076,129,Survey Scanner I Blueprint,0,0.01,0,1,,20000,1,325,0
1079,132,Warp Scrambler I Blueprint,0,0.01,0,1,,394240,1,1939,0
1080,132,Warp Scrambler II Blueprint,0,0.01,0,1,,9999999,1,,0
1095,139,Gyrostabilizer II Blueprint,0,0.01,0,1,,9999999,1,,0
1096,139,Gyrostabilizer I Blueprint,0,0.01,0,1,,243200,1,343,0
1099,142,Small Armor Repairer I Blueprint,0,0.01,0,1,,200000,1,1536,0
1100,143,Small Hull Repairer I Blueprint,0,0.01,0,1,,499980,1,1537,0
1102,145,Stasis Webifier I Blueprint,0,0.01,0,1,,224880,1,1570,0
1103,145,Stasis Webifier II Blueprint,0,0.01,0,1,,9999999,1,,0
1105,147,Small Remote Capacitor Transmitter I Blueprint,0,0.01,0,1,,125000,1,1562,0
1106,148,Small Nosferatu I Blueprint,0,0.01,0,1,,395040,1,1564,0
1109,151,Small Energy Neutralizer I Blueprint,0,0.01,0,1,,199680,1,1565,0
1112,154,75mm Gatling Rail I Blueprint,0,0.01,0,1,,20000,1,291,0
1113,154,Light Electron Blaster I Blueprint,0,0.01,0,1,,60000,1,291,0
1114,154,Light Ion Blaster I Blueprint,0,0.01,0,1,,90000,1,291,0
1115,154,Light Neutron Blaster I Blueprint,0,0.01,0,1,,120000,1,291,0
1116,154,150mm Railgun I Blueprint,0,0.01,0,1,,150000,1,291,0
1117,154,Heavy Electron Blaster I Blueprint,0,0.01,0,1,,600000,1,290,0
1118,154,Dual 150mm Railgun I Blueprint,0,0.01,0,1,,200000,1,290,0
1119,154,Heavy Neutron Blaster I Blueprint,0,0.01,0,1,,1200000,1,290,0
1120,154,Heavy Ion Blaster I Blueprint,0,0.01,0,1,,900000,1,290,0
1121,154,250mm Railgun I Blueprint,0,0.01,0,1,,1500000,1,290,0
1122,154,Electron Blaster Cannon I Blueprint,0,0.01,0,1,,6000000,1,289,0
1123,154,Dual 250mm Railgun I Blueprint,0,0.01,0,1,,2000000,1,289,0
1124,154,Neutron Blaster Cannon I Blueprint,0,0.01,0,1,,12000000,1,289,0
1125,154,425mm Railgun I Blueprint,0,0.01,0,1,,15000000,1,289,0
1126,154,Ion Blaster Cannon I Blueprint,0,0.01,0,1,,9000000,1,289,0
1128,156,Medium Capacitor Booster I Blueprint,0,0.01,0,1,,281240,1,1563,0
1129,157,Adaptive Invulnerability Field I Blueprint,0,0.01,0,1,,750000,1,1548,0
1130,167,Iron Charge S Blueprint,0,0.01,0,1,,20000,1,307,0
1131,167,Tungsten Charge S Blueprint,0,0.01,0,1,,30000,1,307,0
1132,167,Iridium Charge S Blueprint,0,0.01,0,1,,40000,1,307,0
1133,167,Lead Charge S Blueprint,0,0.01,0,1,,50000,1,307,0
1134,167,Thorium Charge S Blueprint,0,0.01,0,1,,60000,1,307,0
1135,167,Uranium Charge S Blueprint,0,0.01,0,1,,70000,1,307,0
1136,167,Plutonium Charge S Blueprint,0,0.01,0,1,,80000,1,307,0
1137,167,Antimatter Charge S Blueprint,0,0.01,0,1,,100000,1,307,0
1138,167,Iron Charge M Blueprint,0,0.01,0,1,,80000,1,308,0
1139,167,Tungsten Charge M Blueprint,0,0.01,0,1,,110000,1,308,0
1140,167,Iridium Charge M Blueprint,0,0.01,0,1,,150000,1,308,0
1141,167,Lead Charge M Blueprint,0,0.01,0,1,,175000,1,308,0
1142,167,Thorium Charge M Blueprint,0,0.01,0,1,,225000,1,308,0
1143,167,Uranium Charge M Blueprint,0,0.01,0,1,,275000,1,308,0
1144,167,Plutonium Charge M Blueprint,0,0.01,0,1,,325000,1,308,0
1145,167,Antimatter Charge M Blueprint,0,0.01,0,1,,400000,1,308,0
1146,167,Iron Charge L Blueprint,0,0.01,0,1,,200000,1,306,0
1147,167,Tungsten Charge L Blueprint,0,0.01,0,1,,300000,1,306,0
1148,167,Iridium Charge L Blueprint,0,0.01,0,1,,400000,1,306,0
1149,167,Lead Charge L Blueprint,0,0.01,0,1,,500000,1,306,0
1150,167,Thorium Charge L Blueprint,0,0.01,0,1,,600000,1,306,0
1151,167,Uranium Charge L Blueprint,0,0.01,0,1,,700000,1,306,0
1152,167,Plutonium Charge L Blueprint,0,0.01,0,1,,800000,1,306,0
1153,167,Antimatter Charge L Blueprint,0,0.01,0,1,,1000000,1,306,0
1154,168,Radio S Blueprint,0,0.01,0,1,,30000,1,302,0
1155,168,Microwave S Blueprint,0,0.01,0,1,,20000,1,302,0
1156,168,Infrared S Blueprint,0,0.01,0,1,,10000,1,302,0
1157,168,Standard S Blueprint,0,0.01,0,1,,12500,1,302,0
1158,168,Ultraviolet S Blueprint,0,0.01,0,1,,15000,1,302,0
1159,168,Xray S Blueprint,0,0.01,0,1,,25000,1,302,0
1160,168,Gamma S Blueprint,0,0.01,0,1,,35000,1,302,0
1161,168,Multifrequency S Blueprint,0,0.01,0,1,,40000,1,302,0
1162,168,Radio M Blueprint,0,0.01,0,1,,300000,1,303,0
1163,168,Microwave M Blueprint,0,0.01,0,1,,200000,1,303,0
1164,168,Infrared M Blueprint,0,0.01,0,1,,100000,1,303,0
1165,168,Standard M Blueprint,0,0.01,0,1,,125000,1,303,0
1166,168,Ultraviolet M Blueprint,0,0.01,0,1,,150000,1,303,0
1167,168,Xray M Blueprint,0,0.01,0,1,,250000,1,303,0
1168,168,Gamma M Blueprint,0,0.01,0,1,,350000,1,303,0
1169,168,Multifrequency M Blueprint,0,0.01,0,1,,400000,1,303,0
1170,168,Radio L Blueprint,0,0.01,0,1,,3000000,1,305,0
1171,168,Microwave L Blueprint,0,0.01,0,1,,2000000,1,305,0
1172,168,Infrared L Blueprint,0,0.01,0,1,,1000000,1,305,0
1173,168,Standard L Blueprint,0,0.01,0,1,,1250000,1,305,0
1174,168,Ultraviolet L Blueprint,0,0.01,0,1,,1500000,1,305,0
1175,168,Xray L Blueprint,0,0.01,0,1,,2500000,1,305,0
1176,168,Gamma L Blueprint,0,0.01,0,1,,3500000,1,305,0
1177,168,Multifrequency L Blueprint,0,0.01,0,1,,4000000,1,305,0
1178,169,Cap Booster 25 Blueprint,0,0.01,0,1,,100000,1,339,0
1179,169,Cap Booster 50 Blueprint,0,0.01,0,1,,250000,1,339,0
1182,96,Auto Targeting System I,30,5,0,1,,3208,1,670,0.07
1183,62,Small Armor Repairer II,500,5,0,1,,84842,1,1049,0.06
1184,142,Small Armor Repairer II Blueprint,0,0.01,0,1,,9999999,1,,0
1185,61,Small Capacitor Battery I,0,5,0,1,,10960,1,703,0.07
1186,141,Small Capacitor Battery I Blueprint,0,0.01,0,1,,100000,1,1558,0
1190,67,Small Remote Capacitor Transmitter II,10000,5,0,1,,353696,1,695,0.06
1191,147,Small Remote Capacitor Transmitter II Blueprint,0,0.01,0,1,,9999999,1,,0
1192,764,Basic Overdrive Injector System,50,5,0,1,,10000,1,1087,0.07
1193,98,Basic EM Plating,1,5,0,1,,1984,1,1668,0.07
1194,99,Amarr Sentry Gun,1000,1000,1000,1,4,0,0,,0
1195,43,Cap Recharger I,1,5,0,1,,25470,1,665,0.06
1196,123,Cap Recharger I Blueprint,0,0.01,0,1,,237500,1,1555,0
1197,98,EM Plating I,1,5,0,1,,5508,1,1668,0.07
1198,98,EM Plating II,1,5,0,1,,41576,1,1668,0.06
1201,100,Wasp I,10000,25,0,1,1,55998,1,839,0.07
1202,101,Civilian Mining Drone,0,5,0,1,,13168,1,158,0.07
1204,163,EM Plating I Blueprint,0,0.01,0,1,,49740,1,1544,0
1205,163,EM Plating II Blueprint,0,0.01,0,1,,9999999,1,,0
1208,162,Auto Targeting System I Blueprint,0,0.01,0,1,,29440,1,1579,0
1210,160,ECM Burst I Blueprint,0,0.01,0,1,,416640,1,1568,0
1212,161,Passive Targeter I Blueprint,0,0.01,0,1,,250000,1,1582,0
1214,176,Wasp I Blueprint,0,0.01,0,1,,5000000,1,359,0
1215,170,Heavy Defender Missile I Blueprint,0,0.01,0,1,,150000,1,316,0
1216,166,Mjolnir Auto-Targeting Light Missile I Blueprint,1,0.01,0,1,,180000,1,315,0
1217,174,Python Mine Blueprint,0,0.01,0,1,,136400,0,,0
1218,177,Civilian Mining Drone Blueprint,0,0.01,0,1,,1498600,1,358,0
1220,166,Scourge Rocket Blueprint,1,0.01,0,1,,45000,1,318,0
1221,166,Scourge Torpedo Blueprint,1,0.01,0,1,,9000000,1,390,0
1223,451,Bistot,1E+35,16,0,100,,1582560,1,514,0
1224,459,Pyroxeres,1E+35,0.3,0,100,,5062,1,515,0
1225,452,Crokite,1E+35,16,0,100,,934400,1,521,0
1226,456,Jaspet,1E+35,2,0,100,,48728,1,529,0
1227,469,Omber,1E+35,0.6,0,100,,11322,1,526,0
1228,460,Scordite,1E+35,0.15,0,100,,2076,1,519,0
1229,467,Gneiss,1E+35,5,0,100,,197308,1,525,0
1230,462,Veldspar,4000,0.1,0,100,,830,1,518,0
1231,455,Hemorphite,1E+35,3,0,100,,85832,1,528,0
1232,453,Dark Ochre,1E+35,8,0,100,,284360,1,522,0
1233,237,Polaris Enigma Frigate,1000000,20400,1000000,1,16,0,0,,0.07
1236,764,Overdrive Injector System II,100,5,0,1,,99490,1,1087,0.06
1237,158,Overdrive Injector System II Blueprint,0,0.01,0,1,,9999999,1,,0
1240,78,Basic Reinforced Bulkheads,200,5,0,1,,5000,1,1195,0.07
1242,763,Basic Nanofiber Internal Structure,100,5,0,1,,1664,1,1196,0.07
1244,764,Overdrive Injector System I,50,5,0,1,,27772,1,1087,0.06
1245,158,Overdrive Injector System I Blueprint,0,0.01,0,1,,249980,1,332,0
1246,768,Capacitor Flux Coil I,20,5,0,1,,4654,1,666,0.06
1247,137,Capacitor Flux Coil I Blueprint,0,0.01,0,1,,41600,1,1556,0
1248,768,Capacitor Flux Coil II,20,5,0,1,,106342,1,666,0.05
1249,137,Capacitor Flux Coil II Blueprint,0,0.01,0,1,,9999999,1,,0
1254,770,Shield Flux Coil I,20,5,0,1,,4646,1,687,0.06
1255,137,Shield Flux Coil I Blueprint,0,0.01,0,1,,41600,1,1547,0
1256,770,Shield Flux Coil II,20,5,0,1,,106334,1,687,0.05
1257,137,Shield Flux Coil II Blueprint,0,0.01,0,1,,9999999,1,,0
1262,98,Basic Explosive Plating,1,5,0,1,,1984,1,1667,0.07
1264,98,Explosive Plating I,1,5,0,1,,5508,1,1667,0.07
1265,163,Explosive Plating I Blueprint,0,0.01,0,1,,49740,1,1544,0
1266,98,Explosive Plating II,1,5,0,1,,42236,1,1667,0.06
1267,163,Explosive Plating II Blueprint,0,0.01,0,1,,179200,1,,0
1272,98,Basic Layered Plating,1,5,0,1,,1984,1,1669,0.07
1274,98,Layered Plating I,1,5,0,1,,5508,1,1669,0.07
1275,163,Layered Plating I Blueprint,0,0.01,0,1,,49740,1,1544,0
1276,98,Layered Plating II,1,5,0,1,,42236,1,1669,0.06
1277,163,Layered Plating II Blueprint,0,0.01,0,1,,9999999,1,,0
1282,98,Basic Kinetic Plating,1,5,0,1,,1984,1,1666,0.07
1284,98,Kinetic Plating I,1,5,0,1,,5508,1,1666,0.07
1285,163,Kinetic Plating I Blueprint,0,0.01,0,1,,49740,1,1544,0
1286,98,Kinetic Plating II,1,5,0,1,,41576,1,1666,0.06
1287,163,Kinetic Plating II Blueprint,0,0.01,0,1,,9999999,1,,0
1292,98,Basic Thermic Plating,1,5,0,1,,1984,1,1665,0.07
1294,98,Thermic Plating I,1,5,0,1,,5508,1,1665,0.07
1295,163,Thermic Plating I Blueprint,0,0.01,0,1,,49740,1,1544,0
1296,98,Thermic Plating II,1,5,0,1,,42236,1,1665,0.06
1297,163,Thermic Plating II Blueprint,0,0.01,0,1,,9999999,1,,0
1302,98,Basic Adaptive Nano Plating,1,5,0,1,,1984,1,1670,0.07
1304,98,Adaptive Nano Plating I,1,5,0,1,,8304,1,1670,0.07
1305,163,Adaptive Nano Plating I Blueprint,0,0.01,0,1,,74680,1,1544,0
1306,98,Adaptive Nano Plating II,1,5,0,1,,43712,1,1670,0.06
1307,163,Adaptive Nano Plating II Blueprint,0,0.01,0,1,,9999999,1,,0
1315,765,Basic Expanded Cargohold,50,5,0,1,,800,1,1197,0.07
1317,765,Expanded Cargohold I,50,5,0,1,,1792,1,1197,0.07
1318,158,Expanded Cargohold I Blueprint,0,0.01,0,1,,16640,1,335,0
1319,765,Expanded Cargohold II,50,5,0,1,,51390,1,1197,0.06
1320,158,Expanded Cargohold II Blueprint,0,0.01,0,1,,9999999,1,,0
1333,78,Reinforced Bulkheads I,200,25,0,1,,13888,1,1195,0.07
1334,158,Reinforced Bulkheads I Blueprint,0,0.01,0,1,,125000,1,335,0
1335,78,Reinforced Bulkheads II,200,5,0,1,,50656,1,1195,0.06
1336,158,Reinforced Bulkheads II Blueprint,0,0.01,0,1,,9999999,1,,0
1351,769,Basic Reactor Control Unit,20,5,0,1,,3968,1,659,0.07
1353,769,Reactor Control Unit I,20,5,0,1,,10976,1,659,0.06
1354,137,Reactor Control Unit I Blueprint,0,0.01,0,1,,99200,1,1561,0
1355,769,Reactor Control Unit II,20,5,0,1,,138644,1,659,0.05
1356,137,Reactor Control Unit II Blueprint,0,0.01,0,1,,9999999,1,,0
1373,1,CharacterAmarr,0,1,0,1,4,0,0,,0
1374,1,CharacterNiKunni,0,1,0,1,4,0,0,,0
1375,1,CharacterCivire,0,1,0,1,1,0,0,,0
1376,1,CharacterDeteis,0,1,0,1,1,0,0,,0
1377,1,CharacterGallente,0,1,0,1,8,0,0,,0
1378,1,CharacterIntaki,0,1,0,1,8,0,0,,0
1379,1,CharacterSebiestor,0,1,0,1,2,0,0,,0
1380,1,CharacterBrutor,0,1,0,1,2,0,0,,0
1381,1,CharacterStatic,0,1,0,1,16,0,0,,0
1382,1,CharacterModifier,0,1,0,1,16,0,0,,0
1383,1,CharacterAchura,0,1,0,1,1,0,0,,0
1384,1,CharacterJinMei,0,1,0,1,8,0,0,,0
1385,1,CharacterKhanid,0,1,0,1,4,0,0,,0
1386,1,CharacterVherokior,0,1,0,1,2,0,0,,0
1401,762,Basic Inertia Stabilizers,200,5,0,1,,2176,1,1086,0.07
1403,762,Inertia Stabilizers I,200,5,0,1,,6036,1,1086,0.07
1404,158,Inertia Stabilizers I Blueprint,0,0.01,0,1,,54380,1,332,0
1405,762,Inertia Stabilizers II,200,5,0,1,,64094,1,1086,0.06
1406,158,Inertia Stabilizers II Blueprint,0,0.01,0,1,,9999999,1,,0
1419,57,Basic Shield Power Relay,20,5,0,1,,4864,1,688,0.07
1422,57,Shield Power Relay II,20,5,0,1,,72894,1,688,0.05
1423,137,Shield Power Relay II Blueprint,0,0.01,0,1,,9999999,1,,0
1436,96,Auto Targeting System II,40,5,0,1,,148267,1,670,0.06
1437,162,Auto Targeting System II Blueprint,0,0.01,0,1,,9999999,1,,0
1445,767,Capacitor Power Relay I,20,5,0,1,,10656,1,667,0.06
1446,137,Capacitor Power Relay I Blueprint,0,0.01,0,1,,97440,1,1557,0
1447,767,Capacitor Power Relay II,20,5,0,1,,72894,1,667,0.05
1448,137,Capacitor Power Relay II Blueprint,0,0.01,0,1,,9999999,1,,0
1529,15,Caldari Administrative Station,0,1,0,1,1,0,0,,0
1530,15,Caldari Research Station,0,1,0,1,1,0,0,,0
1531,15,Caldari Trading Station,0,1,0,1,1,0,0,,0
1537,766,Basic Power Diagnostic System,20,5,0,1,,3968,1,658,0.07
1539,766,Power Diagnostic System I,20,5,0,1,,10448,1,658,0.06
1540,137,Power Diagnostic System I Blueprint,0,0.01,0,1,,99200,1,1560,0
1541,766,Power Diagnostic System II,20,5,0,1,,151926,1,658,0.05
1542,137,Power Diagnostic System II Blueprint,0,0.01,0,1,,9999999,1,,0
1547,72,Small Proton Smartbomb I,10,12.5,0,1,,54772,1,382,0.07
1548,152,Small Proton Smartbomb I Blueprint,0,0.01,0,1,,500000,1,341,0
1549,72,Small Proton Smartbomb II,40,5,0,1,,187996,1,382,0.06
1550,152,Small Proton Smartbomb II Blueprint,0,0.01,0,1,,9999999,1,,0
1551,72,Small Graviton Smartbomb I,10,12.5,0,1,,60154,1,382,0.07
1552,152,Small Graviton Smartbomb I Blueprint,0,0.01,0,1,,550000,1,341,0
1553,72,Small Graviton Smartbomb II,40,5,0,1,,193378,1,382,0.06
1554,152,Small Graviton Smartbomb II Blueprint,0,0.01,0,1,,9999999,1,,0
1557,72,Small Plasma Smartbomb I,10,12.5,0,1,,65698,1,382,0.07
1558,152,Small Plasma Smartbomb I Blueprint,0,0.01,0,1,,600000,1,341,0
1559,72,Small Plasma Smartbomb II,40,5,0,1,,198922,1,382,0.06
1560,152,Small Plasma Smartbomb II Blueprint,0,0.01,0,1,,9999999,1,,0
1563,72,Small EMP Smartbomb I,10,12.5,0,1,,70864,1,382,0.07
1564,152,Small EMP Smartbomb I Blueprint,0,0.01,0,1,,650000,1,341,0
1565,72,Small EMP Smartbomb II,40,5,0,1,,204088,1,382,0.06
1566,152,Small EMP Smartbomb II Blueprint,0,0.01,0,1,,9999999,1,,0
1601,190,Amarr Bonus,0,0,0,1,,0,0,,0
1602,190,Ni-Kunni Bonus,0,0,0,1,,0,0,,0
1603,190,Civire Bonus,0,0,0,1,,0,0,,0
1604,190,Deteis Bonus,0,0,0,1,,0,0,,0
1605,190,Gallente Bonus,0,0,0,1,,0,0,,0
1606,190,Intaki Bonus,0,0,0,1,,0,0,,0
1607,190,Sebiestor Bonus,0,0,0,1,,0,0,,0
1608,190,Brutor Bonus,0,0,0,1,,0,0,,0
1611,191,Computer Empathy Bonus,0,0,0,1,,0,0,,0
1612,191,Ordered Mind Bonus,0,0,0,1,,0,0,,0
1613,191,Standard DNA Pattern Bonus,0,0,0,1,,0,0,,0
1614,191,Killer Instinct Bonus,0,0,0,1,,0,0,,0
1615,191,Deft Hands Bonus,0,0,0,1,,0,0,,0
1616,191,Structural Understanding Bonus,0,0,0,1,,0,0,,0
1617,191,Creative Bonus,0,0,0,1,,0,0,,0
1618,191,Glib Tongue Bonus,0,0,0,1,,0,0,,0
1619,191,August Demeanor Bonus,0,0,0,1,,0,0,,0
1620,191,Superior Motion Sense Bonus,0,0,0,1,,0,0,,0
1621,191,High-G Tolerance Bonus,0,0,0,1,,0,0,,0
1622,191,Vector Reckoning Bonus,0,0,0,1,,0,0,,0
1623,191,Stratum Form Feel Bonus,0,0,0,1,,0,0,,0
1624,191,Doctrine Ingrained Bonus,0,0,0,1,,0,0,,0
1625,191,Three Dimensional Thinking Bonus,0,0,0,1,,0,0,,0
1626,191,Swift Neural Grafting Bonus,0,0,0,1,,0,0,,0
1627,191,Booster Immunity Bonus,0,0,0,1,,0,0,,0
1628,193,Algiophobia Bonus,0,0,0,1,,0,0,,0
1629,193,Barophobia Bonus,0,0,0,1,,0,0,,0
1630,193,Cenophobia Bonus,0,0,0,1,,0,0,,0
1631,193,Claustrophobia Bonus,0,0,0,1,,0,0,,0
1632,193,Monophobia Bonus,0,0,0,1,,0,0,,0
1633,193,Mysophobia Bonus,0,0,0,1,,0,0,,0
1634,193,Taphephobia Bonus,0,0,0,1,,0,0,,0
1635,193,Xenophobia Bonus,0,0,0,1,,0,0,,0
1636,192,Mechanical Inaptitude Bonus,0,0,0,1,,0,0,,0
1639,192,Weak Double-helix Bond Bonus,0,0,0,1,,0,0,,0
1640,192,Short Attention Span Bonus,0,0,0,1,,0,0,,0
1641,192,Wasteful Bonus,0,0,0,1,,0,0,,0
1642,192,Trigger-happy Bonus,0,0,0,1,,0,0,,0
1643,192,Epileptic Bonus,0,0,0,1,,0,0,,0
1644,192,Strong Immunity System Bonus,0,0,0,1,,0,0,,0
1650,195,Amarr Military Academy Pilot Bonus,0,0,0,1,,0,0,,0
1651,195,Amarr Military Academy Gunner Bonus,0,0,0,1,,0,0,,0
1652,195,Amarr Technical School Engineering Bonus,0,0,0,1,,0,0,,0
1653,195,Amarr Technical School Electronics Bonus,0,0,0,1,,0,0,,0
1654,195,Amarr Business School Commerce Bonus,0,0,0,1,,0,0,,0
1655,195,Amarr Business School Industry Bonus,0,0,0,1,,0,0,,0
1657,196,Caldari Military Academy Pilot Bonus,0,0,0,1,,0,0,,0
1658,196,Caldari Military Academy Gunner Bonus,0,0,0,1,,0,0,,0
1659,196,Caldari Technical School Engineering Bonus,0,0,0,1,,0,0,,0
1660,196,Caldari Technical School Electronics Bonus,0,0,0,1,,0,0,,0
1661,196,Caldari Business School Commerce Bonus,0,0,0,1,,0,0,,0
1662,196,Caldari Business School Industry Bonus,0,0,0,1,,0,0,,0
1663,197,Gallente Military Academy Pilot Bonus,0,0,0,1,,0,0,,0
1664,197,Gallente Military Academy Gunner Bonus,0,0,0,1,,0,0,,0
1665,197,Gallente Technical School Engineering Bonus,0,0,0,1,,0,0,,0
1666,197,Gallente Technical School Electronics Bonus,0,0,0,1,,0,0,,0
1667,197,Gallente Business School Commerce Bonus,0,0,0,1,,0,0,,0
1668,197,Gallente Business School Industry Bonus,0,0,0,1,,0,0,,0
1669,198,Minmatar Military Academy Pilot Bonus,0,0,0,1,,0,0,,0
1670,198,Minmatar Military Academy Gunner Bonus,0,0,0,1,,0,0,,0
1671,198,Minmatar Technical School Engineering Bonus,0,0,0,1,,0,0,,0
1672,198,Minmatar Technical School Electronic Bonus,0,0,0,1,,0,0,,0
1673,198,Minmatar Business School Commerce Bonus,0,0,0,1,,0,0,,0
1674,198,Minmatar Business School Industry Bonus,0,0,0,1,,0,0,,0
1675,199,Bounty Hunter Bonus,0,0,0,1,,0,0,,0
1676,199,Scientist Bonus,0,0,0,1,,0,0,,0
1677,199,Industrialist Bonus,0,0,0,1,,0,0,,0
1678,199,Corporate Magnate Bonus,0,0,0,1,,0,0,,0
1679,199,Covert-op Bonus,0,0,0,1,,0,0,,0
1680,199,Navy Captain Bonus,0,0,0,1,,0,0,,0
1798,295,Basic EM Ward Amplifier,0,5,0,1,,7494,1,1691,0.07
1800,295,Basic Thermic Dissipation Amplifier,0,5,0,1,,7494,1,1688,0.07
1802,295,Basic Kinetic Deflection Amplifier,0,5,0,1,,7494,1,1689,0.07
1804,295,Basic Explosive Deflection Amplifier,0,5,0,1,,7494,1,1690,0.07
1808,295,EM Ward Amplifier I,0,5,0,1,,20828,1,1691,0.07
1809,296,EM Ward Amplifier I Blueprint,0,0.01,0,1,,187420,1,1554,0
1810,394,Scourge Auto-Targeting Light Missile I,700,0.015,0,100,,546,1,914,0.07
1811,166,Scourge Auto-Targeting Light Missile I Blueprint,1,0.01,0,1,,150000,1,315,0
1814,394,Nova Auto-Targeting Light Missile I,700,0.015,0,100,,428,1,914,0.07
1815,166,Nova Auto-Targeting Light Missile I Blueprint,1,0.01,0,1,,140000,1,315,0
1816,394,Inferno Auto-Targeting Light Missile I,700,0.015,0,100,8,692,1,914,0.07
